Category;Artical number;Name;Barcode;Availability;RRP (€);Your price (€);Ordered;Manufacturer;Weight (kg);Dimensions (mm);Quantity per pack;url
Nintendo Switch Games;NSS6738;SWITCH Super Monkey Ball Banana Rumble;45496511982;180-299 ks;54;30,00;0;Sega;0,06;207 * 110 * 36;20;https://com.cqe.cz/switch-super-monkey-ball-banana-rumble/
Nintendo Switch Games;NSS676;SWITCH Super Smash Bros. Ultimate;45496422899;500+ ks;;42,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-super-smash-bros-ultimate/
Nintendo Switch Games;NSS678;SWITCH Sushi Striker: The Way of Sushido;45496422103;1 ks;;26,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-sushi-striker-the-way-of-sushido/
Nintendo Switch Games;INS890;SWITCH The Legend of Heroes:Trails bey. Horizon D.;810100864941;8-12 ks;66;40,96;0;NIS America;0,06;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-heroes-trails-bey-horizon-d/
Nintendo Switch Games;NSS695;SWITCH The Legend of Zelda: Breath of the Wild;45496420055;500+ ks;;42,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-zelda-breath-of-the-wild/
Nintendo Switch Games;NSS697;SWITCH The Legend of Zelda: Echoes of Wisdom;45496512408;500+ ks;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-zelda-echoes-of-wisdom/
Nintendo Switch Games;NSS700;SWITCH The Legend of Zelda: Link's Awakening;45496424435;180-299 ks;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-zelda-link-s-awakening/
Nintendo Switch Games;NSS702;SWITCH The Legend of Zelda: Skyward Sword HD;45496427801;Not in stock, On the road 500+ ks 13.4.;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-zelda-skyward-sword-hd/
Nintendo Switch Games;NSS703;SWITCH The Legend of Zelda: Tears of the Kingdom;45496478728;500+ ks;;42,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-the-legend-of-zelda-tears-of-the-kingdom/
Nintendo Switch Games;NSS7185;SWITCH Tomodachi Life Living the Dream;45496513535;Release date 16.4.2026;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-tomodachi-life-living-the-dream/
Nintendo Switch Games;NSS782;SWITCH WarioWare: Move It!;45496479879;41-99 ks;;30,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-warioware-move-it/
Nintendo Switch Games;NSS822;SWITCH Xenoblade Chronicles 2;45496420956;180-299 ks;;36,00;0;Nintendo;0,08;105 * 170 * 11;20;https://com.cqe.cz/switch-xenoblade-chronicles-2/
Nintendo Switch Games;NSS825;SWITCH Xenoblade Chronicles 2: Torna~The Golden Co;45496422813;500+ ks;;24,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-xenoblade-chronicles-2-torna-the-golden-co/
Nintendo Switch Games;NSS830;SWITCH Xenoblade Chronicles 3;45496429805;500+ ks;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-xenoblade-chronicles-3/
Nintendo Switch Games;NSS836;SWITCH Xenoblade Chronicles X: Definitive Edition;45496512880;500+ ks;;36,00;0;Nintendo;0,06;105 * 170 * 11;20;https://com.cqe.cz/switch-xenoblade-chronicles-x-definitive-edition/
Nintendo Switch Games;NSS827;SWITCH Xenoblade Chronicles: Definitive Edition;45496425821;500+ ks;;36,00;0;Nintendo;0,05;105 * 170 * 11;20;https://com.cqe.cz/switch-xenoblade-chronicles-definitive-edition/
Nintendo Switch Games;NSS875;SWITCH Yoshi's Crafted World;45496422646;100-179 ks;;36,00;0;Nintendo;0,08;105 * 170 * 11;20;https://com.cqe.cz/switch-yoshi-s-crafted-world/
Nintendo Switch Games;NSS882;SWITCH Ys X: Nordics - Deluxe Edition;810100863906;8-12 ks;70;40,93;0;NIS America;0,06;105 * 170 * 11;20;https://com.cqe.cz/switch-ys-x-nordics-deluxe-edition/
Nintendo Switch console;NSH007;Nintendo Switch - OLED Model (Neon Blue/Neon Red);45496453442;500+ ks;;271,00;0;Nintendo;1,5;260 * 210 * 100;6;https://com.cqe.cz/nintendo-switch-oled-model-neon-blue-neon-red/
Nintendo Switch console;NSH008;Nintendo Switch - OLED Model (White);45496453435;500+ ks, Discount 5-7 ks;;271,00;0;Nintendo;1,5;260 * 210 * 100;6;https://com.cqe.cz/nintendo-switch-oled-model-white/
Nintendo Switch console;NSH117;Nintendo Switch Lite Blue;45496453404;500+ ks;;170,00;0;Nintendo;0,61;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-blue/
Nintendo Switch console;NSH120;Nintendo Switch Lite Coral;45496453176;500+ ks;;170,00;0;Nintendo;0,65;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-coral/
Nintendo Switch console;NSH136;Nintendo Switch Lite Coral + ACNH bundle;45496546120;41-99 ks;;170,00;0;Nintendo;0,68;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-coral-acnh-bundle-2/
Nintendo Switch console;NSH123;Nintendo Switch Lite Hyrule Edition + 12M NSO + EP;45496453893;500+ ks;;178,00;0;Nintendo;0,65;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-hyrule-edition/
Nintendo Switch console;NSH105;Nintendo Switch Lite Turquoise;45496452711;300-499 ks;;170,00;0;Nintendo;0,63;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-turquoise/
Nintendo Switch console;NSH137;Nintendo Switch Lite Turquoise + ACNH bundle;45496546083;41-99 ks;;170,00;0;Nintendo;0,68;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-turquoise-acnh-bundle-2/
Nintendo Switch console;NSH110;Nintendo Switch Lite Yellow;45496452681;500+ ks, Discount 1 ks;;170,00;0;Nintendo;0,63;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-yellow/
Nintendo Switch console;NSH138;Nintendo Switch Lite Yellow + ACNH bundle;45496546069;180-299 ks;;170,00;0;Nintendo;0,66;225 * 115 * 85;12;https://com.cqe.cz/nintendo-switch-lite-yellow-acnh-bundle/
Nintendo Switch console;NSH0062;Nintendo Switch console with neon blue&red Joy-Con;45496453596;500+ ks, Discount 1 ks;;230,00;0;Nintendo;1,6;260 * 211 * 101;6;https://com.cqe.cz/nintendo-switch-console-with-neon-blue-red-joy-con/
Nintendo WiiU games;NIUS70803;WiiU Star Fox Guard (Download card only);45496336202;180-299 ks;;5,60;0;Nintendo;0,09;0 * 0 * 0;15;https://com.cqe.cz/wiiu-star-fox-guard-download-card-only/
Other Accessories;HRF1321;FUNLAB Switch 2 Thumb Grips - octopus;6978095910303;Release date 30.4.2026;12;7,66;0;Funlab;0,01;130 * 120 * 8;800;https://com.cqe.cz/funlab-switch-2-thumb-grips-octopus/
Other Accessories;HRF1006;FUNLAB Switch 2 Thumb Grips 4pcs set;6978095910266;Release date 30.4.2026;12;7,15;0;Funlab;0,01;110 * 83 * 10;800;https://com.cqe.cz/funlab-switch-2-thumb-grips-4pcs-set/
Other Accessories;HRSS021;SWITCH 2 HORI USB Camera Black;4961818039995;41-99 ks;37;22,56;0;HORI;0,21;105 * 60 * 155;24;https://com.cqe.cz/switch-2-hori-usb-camera-black/
Other accessories;HRG2250;GameSir Gamepad Carrying Case G001;6936685210004;21-40 ks;14;8,34;0;GameSir;0,23;156 * 60 * 185;60;https://com.cqe.cz/gamesir-gamepad-carrying-case-g001/
Other accessories;HRG9000;GameSir Wireless Dongle Reciever for Nova;6936685221123;100-179 ks;10;6,26;0;GameSir;0,03;160 * 138 * 71;200;https://com.cqe.cz/gamesir-wireless-dongle-reciever-for-nova/
PC games;KOPC00175;PC Captain Morgane and the Golden Turtle;5060112430671;41-99 ks;8;1,24;0;Reef Entertainment;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-captain-morgane-and-the-golden-turtle/
PC games;UAPC148;PC EXPERIENCE 112;8595228102343;41-99 ks;12;1,40;0;US action;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-experience-112/
PC games;KOPC004010;PC Grey Goo;8595172604863;5-7 ks;12;1,40;0;Ostatní;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-grey-goo/
PC games;DGO496850;PC Mirror's Edge Catalyst;;1 ks;46;34,51;0;Electronic Arts;0;0 * 0 * 0;0;https://com.cqe.cz/pc-mirror-s-edge-catalyst-2/
PC games;UAPC368;PC O pejskovi a kočičce;8595228102374;5-7 ks;12;1,40;0;US action;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-o-pejskovi-a-kocicce/
PC games;IDPC5550;PC Overclocked: A History of Violence;8594071050061;1 ks;4;1,39;0;Future games;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-overclocked-a-history-of-violence/
PC games;EAPC03769;PC Plants vs. Zombies: Battle for Neighborville;5030944121733;13-20 ks;21;6,00;0;Electronic Arts;0,1;135 * 190 * 15;25;https://com.cqe.cz/pc-plants-vs-zombies-battle-for-neighborville/
PC games;XG1201;PC Real crimes/unicorn killer;8595142711171;5-7 ks;4;1,47;0;Best ent.;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-real-crimes-unicorn-killer/
PC games;KOPC0122;PC Rochard;9006113001966;21-40 ks;6;1,02;0;Cinemax;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-rochard/
PC games;UAPC448;PC The Show;8595228101995;21-40 ks;12;1,40;0;Take 2;0,14;135 * 190 * 15;25;https://com.cqe.cz/pc-the-show/
PC games;NI26005;Safer na hru/ DVD obal;;180-299 ks;4;1,10;0;Ostatní;0,14;135 * 190 * 15;1;https://com.cqe.cz/safer-na-hru-dvd-obal/
PC games;NI26006;Safer na hry/Double Box DVD;;13-20 ks;7;4,00;0;Ostatní;0,14;135 * 190 * 15;0;https://com.cqe.cz/safer-na-hry-double-box-dvd/
Playstation 4 games;USP400315;PS4 Assassin's Creed Valhalla Dawn of Ragnarok;3307216234432;41-99 ks;41;7,81;0;UbiSoft;0,16;140 * 170 * 15;10;https://com.cqe.cz/ps4-assassin-s-creed-valhalla-dawn-of-ragnarok/
Playstation 4 games;AMNP41370;PS4 Disgaea 6 Complete Deluxe Edition;810023039082;5-7 ks;66;40,00;0;NIS America;0,11;135 * 170 * 15;20;https://com.cqe.cz/ps4-disgaea-6-complete-deluxe-edition/
Playstation 4 games;AMNP4640;PS4 REYNATIS - Deluxe Edition;810100863746;1 ks;70;40,93;0;NIS America;0,11;135 * 170 * 15;15;https://com.cqe.cz/ps4-reynatis-deluxe-edition/
Playstation 4 games;USP406455;PS4 Rabbids: Party of Legends;3307216237389;180-299 ks;43;9,00;0;UbiSoft;0,08;135 * 170 * 15;15;https://com.cqe.cz/ps4-rabbids-party-of-legends/
Playstation 4 games;INP4750;PS4 Romancing SaGa: Minstrel Song Remastered Int.;3760328374456;13-20 ks;50;28,08;0;Red Art Games;0,14;135 * 170 * 15;14;https://com.cqe.cz/ps4-romancing-saga-minstrel-song-remastered-int/
Playstation 4 games;INP4850;PS4 Terminator 2D: NO FATE - Day One Edition;5061077020372;13-20 ks;58;35,11;0;Reef Entertainment;0,28;135 * 170 * 15;10;https://com.cqe.cz/ps4-terminator-2d-no-fate-day-one-edition/
Playstation 4 games;AMNP7350;PS4 The Caligula Effect 2;810023037354;2 ks;54;33,00;0;NIS America;0,08;140 * 170 * 15;15;https://com.cqe.cz/ps4-the-caligula-effect-2/
Playstation 4 games;INP4890;PS4 The Legend of Heroes: Trails beyond Horizon D.;810100865023;5-7 ks;66;40,96;0;NIS America;0,11;135 * 170 * 15;15;https://com.cqe.cz/ps4-the-legend-of-heroes-trails-beyond-horizon-d/
Playstation 4 games;USP484111;PS4 Watch_Dogs Legion;3307216135210;500+ ks;43;4,00;0;UbiSoft;0,1;135 * 170 * 15;15;https://com.cqe.cz/ps4-watch_dogs-legion/
Playstation 4 games;USP484112;PS4 Watch_Dogs Legion Resistance Edition;3307216138693;100-179 ks;43;5,00;0;UbiSoft;0,1;153 * 170 * 15;15;https://com.cqe.cz/ps4-watch_dogs-legion-resistance-edition/
Playstation 4 games;AMNP49220;PS4 Ys X: Nordics - Deluxe Edition;810100863982;8-12 ks;70;40,93;0;NIS America;0,1;135 * 170 * 15;15;https://com.cqe.cz/ps4-ys-x-nordics-deluxe-edition/
Playstation 5;INP5280;PS5 Disciples: Domination Deluxe ed.;4260458363874;Release date 31.3.2026;54;33,27;0;Kalypso;0,12;135 * 170 * 15;15;https://com.cqe.cz/ps5-disciples-domination/
Playstation 5;INP5285;PS5 Dungeon Drafters;3760374320100;3-4 ks;41;23,40;0;Red Art Games;0,11;135 * 170 * 15;15;https://com.cqe.cz/ps5-dungeon-drafters/
Playstation 5;INP5300;PS5 Frostpunk 2 - Icebreaker Edition;810161630172;41-99 ks;54;33,20;0;Skybound Games;0,12;135 * 170 * 15;21;https://com.cqe.cz/ps5-frostpunk-2-icebreaker-edition/
Playstation 5;INP5301;PS5 Frostpunk 2 - Whiteout Edition;810161630301;3-4 ks;103;64,70;0;Skybound Games;1,34;135 * 170 * 15;1;https://com.cqe.cz/ps5-frostpunk-2-whiteout-edition/
Playstation 5;INP5350;PS5 Goodnight Universe;810161631339;1 ks;31;19,95;0;Skybound Games;0,08;135 * 170 * 15;15;https://com.cqe.cz/ps5-goodnight-universe/
Playstation 5;INP5420;PS5 Invincible VS;810161631933;Release date 30.4.2026;54;33,27;0;Skybound Games;0,12;135 * 170 * 15;15;https://com.cqe.cz/ps5-invincible-vs/
Playstation 5;INP5421;PS5 Invincible VS Collector's edition;810161631797;Release date 30.4.2026;103;65,71;0;Skybound Games;0,12;135 * 170 * 15;5;https://com.cqe.cz/ps5-invincible-vs-collector-s-edition/
Playstation 5;USP53662;PS5 Just Dance 2022;3307216211051;500+ ks, Discount 5-7 ks;43;4,00;0;UbiSoft;0,09;140 * 170 * 15;15;https://com.cqe.cz/ps5-just-dance-2022/
Playstation 5;INP5435;PS5 Koira;3760328375491;Release date 18.6.2026;33;19,10;0;Red Art Games;0,08;135 * 170 * 15;15;https://com.cqe.cz/ps5-koira/
Playstation 5;INP5550;PS5 Laysara: Summit Kingdom;5906213246035;Release date 1.5.2026;41;24,56;0;Nejcraft Interactive s.r.o.;0,1;135 * 170 * 15;15;https://com.cqe.cz/ps5-laysara-summit-kingdom/
Playstation 5;INP5551;PS5 Laysara: Summit Kingdom Collector's Edition;5906213246028;Release date 1.5.2026;70;41,78;0;Nejcraft Interactive s.r.o.;0,1;135 * 170 * 15;2;https://com.cqe.cz/ps5-laysara-summit-kingdom-collector-s-edition/
Playstation 5;INP5450;PS5 Lempo;3760328373855;8-12 ks;37;21,06;0;Red Art Games;0,08;135 * 170 * 15;15;https://com.cqe.cz/ps5-lempo/
Playstation 5;INP5580;PS5 Mythwrecked: Ambrosia Island;3760328375446;Release date 2.4.2026;37;21,49;0;Red Art Games;0,08;135 * 170 * 15;15;https://com.cqe.cz/ps5-mythwrecked-ambrosia-island/
Playstation 5;INP5675;PS5 Orcs Must Die! Deathtrap;810161630639;21-40 ks;41;25,53;0;Skybound Games;0,1;135 * 170 * 15;15;https://com.cqe.cz/ps5-orcs-must-die-deathtrap/
Playstation 5;INP5750;PS5 Romancing SaGa: Minstrel Song Remastered Int.;3760328374425;21-40 ks;50;28,08;0;Red Art Games;0,14;135 * 170 * 15;23;https://com.cqe.cz/ps5-romancing-saga-minstrel-song-remastered-int/
Playstation 5;INP5800;PS5 Spellcaster University;3760328373244;1 ks;37;21,06;0;Red Art Games;0,11;135 * 170 * 15;15;https://com.cqe.cz/ps5-spellcaster-university/
Playstation 5;EAP57100;PS5 Star Wars Jedi: Survivor;5030948124303;2 ks;81;20,00;0;Electronic Arts;0,08;130 * 175 * 15;15;https://com.cqe.cz/ps5-star-wars-jedi-survivor/
Playstation 5;INP5820;PS5 Stray;811949035196;41-99 ks, Discount 1 ks;29;18,24;0;GCD MACIEJ JOPS;0,1;135 * 170 * 15;15;https://com.cqe.cz/ps5-stray/
Playstation 5;INP5850;PS5 Terminator 2D: NO FATE - Day One Edition;5061077020402;41-99 ks;58;35,11;0;Reef Entertainment;0,28;135 * 170 * 15;10;https://com.cqe.cz/ps5-terminator-2d-no-fate-day-one-edition/
Screen Protectors;HRF1320;FUNLAB NS2 Screen Protector(3pcs+Film App Tool);6978095910433;Release date 30.4.2026;12;7,66;0;Funlab;0,01;233 * 14.70 * 155;234;https://com.cqe.cz/funlab-ns2-screen-protector-3pcs-film-app-tool/
Screen protectors;HRSS102;SWITCH 2 HORI Premium Screen Protective Filter;4961818041080;100-179 ks;16;10,01;0;HORI;0,02;140 * 5 * 244;200;https://com.cqe.cz/switch-2-hori-premium-screen-protective-filter/
Screen protectors;HRSS103;SWITCH 2 HORI Screen Protective Filter;4961818041349;41-99 ks;12;7,50;0;HORI;0,02;140 * 5 * 244;200;https://com.cqe.cz/switch-2-hori-screen-protective-filter/
Screen protectors;HRSS101;SWITCH 2 HORI Ultimate Anti-Glare Screen Filter;4961818041073;180-299 ks;21;12,52;0;HORI;0,02;140 * 5 * 244;200;https://com.cqe.cz/switch-2-hori-ultimate-anti-glare-screen-filter/
Sony Accessories;HRP5800;PS Portal ViviDeep Screen Protector;4961818039766;41-99 ks;25;14,91;0;HORI;0,02;135 * 5 * 241;200;https://com.cqe.cz/ps-portal-vivideep-screen-protector/
Sony Accessories;HRP51002;PS5 DualSense USB Charching Cable;810050910590;41-99 ks;16;10,01;0;HORI;0,11;88 * 43 * 171;48;https://com.cqe.cz/ps5-dualsense-usb-charching-cable/
Sony Accessories;HRP51003;PS5 USB-C Charging Play Cable for DualSense;4961818038554;41-99 ks;19;11,27;0;HORI;0,16;88 * 43 * 171;48;https://com.cqe.cz/ps5-usb-c-charging-play-cable-for-dualsense/
Sony Accessories;HRP51001;PS5 Ultra High Speed 8K HDMI 2.1 Cable;810050910583;41-99 ks;21;12,52;0;HORI;0,15;100 * 43 * 171;48;https://com.cqe.cz/ps5-ultra-high-speed-8k-hdmi-2-1-cable/
Sony Accessories;HRP52000;PS5/PC NOLVA Mechanical All-Button Arcade Control.;4961818039568;1 ks;157;95,33;0;HORI;1,18;320 * 85 * 230;6;https://com.cqe.cz/ps5-pc-nolva-mechanical-all-button-arcade-control/
Sony Accessories;HRP52078;PS5/PC Wireless Fighting Commander OCTA Pro;4961818038004;8-12 ks;103;62,71;0;HORI;0,55;200 * 160 * 85;16;https://com.cqe.cz/ps5-pc-wireless-fighting-commander-octa-pro/
Sony Accessories;HRP52076;PS5/PS4/PC Fighting Commander OCTA;810050911252;21-40 ks;62;35,75;0;HORI;0,35;180 * 147 * 80;24;https://com.cqe.cz/ps5-ps4-pc-fighting-commander-octa/
Sony Accessories;HRP52090;PS5/PS4/PC Fighting Stick Alpha Tekken 8 edition;810050912273;2 ks;260;158,07;0;HORI;3,41;480 * 365 * 165;2;https://com.cqe.cz/ps5-ps4-pc-fighting-stick-alpha-tekken-8-edition/
Sony Accessories;HRP56431;PS5/PS4/PC RWA: Racing Wheel Apex;810050910323;41-99 ks;136;79,52;0;HORI;3,26;325 * 295 * 295;2;https://com.cqe.cz/ps5-ps4-pc-rwa-racing-wheel-apex/
Sony Accessories;HRP56432;PS5/PS4/PC RWA: Racing Wheel Apex Wireless;810050911702;41-99 ks;178;107,88;0;HORI;3,38;325 * 295 * 295;2;https://com.cqe.cz/ps5-ps4-pc-rwa-racing-wheel-apex-wireless/
Sony Accessories;HRP472313;PS5/PS4/PC Tactical Assault Commander KB;810050911443;8-12 ks;155;89,29;0;HORI;0,71;180 * 297 * 95;8;https://com.cqe.cz/ps5-ps4-pc-tactical-assault-commander-kb/
Sony Accessories;HRP422102;PS5/PS4/PS3 Fighting Stick Mini;810050912341;8-12 ks;62;37,12;0;HORI;0,67;175 * 228 * 98;16;https://com.cqe.cz/ps5-ps4-ps3-fighting-stick-mini/
Switch 2 Accessories;N2P102;Joy-Con 2 (L) Light Blue;45496321390;500+ ks;;33,60;0;Nintendo;0,11;62 * 155 * 42;20;https://com.cqe.cz/joy-con-2-l-light-blue/
Switch 2 Accessories;N2P103;Joy-Con 2 (R) Light Red;45496321406;500+ ks;;33,60;0;Nintendo;0,11;62 * 155 * 42;20;https://com.cqe.cz/joy-con-2-r-light-red/
Switch 2 Accessories;N2P105;Joy-Con 2 Charging Grip;45496321376;500+ ks;;23,50;0;Nintendo;0,22;150 * 156 * 57;18;https://com.cqe.cz/joy-con-2-charging-grip/
Switch 2 Accessories;N2P101;Joy-Con 2 Pair Light Blue/Light Red;45496321413;500+ ks;;60,50;0;Nintendo;0,21;123 * 154 * 40;16;https://com.cqe.cz/joy-con-2-pair-light-blue-light-red/
Switch 2 Accessories;N2P104;Joy-Con 2 Strap Pair Light Blue/Light Red;45496321420;500+ ks;;10,10;0;Nintendo;0,04;156 * 31 * 62;24;https://com.cqe.cz/joy-con-2-strap-pair-light-blue-light-red/
Switch 2 Accessories;N2P106;Joy-Con 2 Wheel Pair;45496321383;500+ ks;;13,40;0;Nintendo;0,21;140 * 170 * 70;20;https://com.cqe.cz/joy-con-2-wheel-pair/
Switch 2 Accessories;N2P601;NS2 microSD Express card 256 GB Samsung;8806095700670;100-179 ks;;40,30;0;Nintendo;0,02;167 * 117 * 5;10;https://com.cqe.cz/ns2-microsd-express-card-256-gb-samsung/
Switch 2 Accessories;N2P602;NS2 microSD Express card 256 GB Sandisk;4523052030185;500+ ks;;40,30;0;Nintendo;0,01;164 * 109 * 9;25;https://com.cqe.cz/ns2-microsd-express-card-256-gb-sandisk/
Switch 2 Accessories;N2P502;Nintendo Switch 2 AC Adapter;45496321352;500+ ks;;20,20;0;Nintendo;0,22;92 * 129 * 44;24;https://com.cqe.cz/nintendo-switch-2-ac-adapter/
Switch 2 Accessories;N2P301;Nintendo Switch 2 Camera;45496321468;500+ ks;;40,30;0;Nintendo;0,25;90 * 220 * 75;16;https://com.cqe.cz/nintendo-switch-2-camera/
Switch 2 Accessories;N2P302;Nintendo Switch 2 Camera Piranha Plant;4961818039773;500+ ks;;26,90;0;Nintendo;0,28;105 * 235 * 60;20;https://com.cqe.cz/nintendo-switch-2-camera-piranha-plant/
Switch 2 Accessories;N2P401;Nintendo Switch 2 Carrying Case & Screen Protector;45496321437;500+ ks;;20,20;0;Nintendo;0,31;140 * 340 * 45;12;https://com.cqe.cz/nintendo-switch-2-carrying-case-screen-protector/
Switch 2 Accessories;N2P402;Nintendo Switch 2 Carrying Case All in One;45496321512;500+ ks;;53,80;0;Nintendo;0,84;248 * 163 * 241;4;https://com.cqe.cz/nintendo-switch-2-carrying-case-all-in-one/
Switch 2 Accessories;N2P201;Nintendo Switch 2 Pro Controller;45496321475;500+ ks;;60,50;0;Nintendo;0,39;125 * 195 * 66;16;https://com.cqe.cz/nintendo-switch-2-pro-controller/
Switch 2 Accessories;N2P202;Nintendo Switch 2 Pro Controller Resident Evil RE;45496321840;500+ ks;;67,20;0;Nintendo;0,39;123 * 200 * 65;16;https://com.cqe.cz/nintendo-switch-2-pro-controller-resident-evil-re/
Switch 2 Accessories;HRSS091;SWITCH 2 HORI Gaming Headset (Levander);4961818042223;13-20 ks;41;25,59;0;HORI;0,51;220 * 100 * 230;8;https://com.cqe.cz/switch-2-hori-gaming-headset-levander/
Switch Lite accessories;NSPL00;Carry Case for Nintendo Switch Lite Animal Cr.Ed.;45496431372;300-499 ks, Discount 1 ks;;16,50;0;Nintendo;0,17;230 * 110 * 35;18;https://com.cqe.cz/carry-case-for-nintendo-switch-lite-animal-cr-ed/
Switch Lite accessories;NSPL03;Screen Protective Filter for Nintendo Switch Lite;873124008128;300-499 ks;9;5,00;0;HORI;0,02;205 * 117 * 2;240;https://com.cqe.cz/screen-protective-filter-for-nintendo-switch-lite/
Switch Lite accessories;NSPL14;Slim Tough Pouch for Nintendo Switch Lite (Blue);873124008234;5-7 ks;10;5,95;0;HORI;0,16;115 * 290 * 40;24;https://com.cqe.cz/slim-tough-pouch-for-nintendo-switch-lite-blue/
Switch OLED accessories;NSP129;Nintendo Switch OLED Carrying Case&Screen Protect.;45496431501;500+ ks;;13,20;0;Nintendo;0,22;300 * 130 * 35;16;https://com.cqe.cz/nintendo-switch-oled-carrying-case-screen-protect/
Switch OLED accessories;HRSS0101;SWITCH 2 Wireless HORIPAD Turbo (Black);4961818042513;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-black/
Switch OLED accessories;HRSS0102;SWITCH 2 Wireless HORIPAD Turbo (Frost);4961818042698;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-frost/
Switch OLED accessories;NSP214;SWITCH OLED Premium Screen Filter;810050911078;1 ks;27;15,29;0;HORI;0,02;205 * 1 * 117;240;https://com.cqe.cz/switch-oled-premium-screen-filter/
Switch accessories;NSP012;Compact PlayStand for Nintendo Switch - Zelda;873124006896;13-20 ks;15;8,25;0;HORI;0,16;99 * 35 * 200;48;https://com.cqe.cz/compact-playstand-for-nintendo-switch-zelda/
Switch accessories;HRG1013;GameSir Cyclone 2 Bundle Black;6936685221352;300-499 ks;60;36,85;0;GameSir;0,66;178 * 93 * 161;20;https://com.cqe.cz/gamesir-cyclone-2-bundle-black/
Switch accessories;HRG71098;GameSir Nova Lite 2 Luminous White;6936685222533;300-499 ks;41;24,87;0;GameSir;0,44;159 * 150 * 63;30;https://com.cqe.cz/gamesir-nova-lite-2-luminous-white/
Switch accessories;HRG71097;GameSir Nova Lite 2 Midnight Gray;6936685222540;8-12 ks;41;24,87;0;GameSir;0,44;159 * 150 * 63;30;https://com.cqe.cz/gamesir-nova-lite-2-midnight-gray/
Switch accessories;HRG71093;GameSir Nova Lite Multiplat.controller Blush Pink;6936685221734;8-12 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-blush-pink/
Switch accessories;HRG71094;GameSir Nova Lite Multiplat.controller Gold Yellow;6936685221697;100-179 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-gold-yellow/
Switch accessories;HRG71095;GameSir Nova Lite Multiplat.controller Mint Green;6936685221727;41-99 ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-mint-green/
Switch accessories;HRG71096;GameSir Nova Lite Multiplat.controller Sky Blue;6936685221710;41-99 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-sky-blue/
Switch accessories;HRG7108;GameSir Nova Lite Multiplat.controller Sp. Purple;6936685221413;500+ ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-sp-purple/
Switch accessories;HRG7109;GameSir Nova Lite Multiplat.controller St. White;6936685221406;500+ ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-st-white/
Switch accessories;HRG7111;GameSir Nova MultiPlalform Controller Neon Teal;6936685220942;300-499 ks, Discount 1 ks;37;21,66;0;GameSir;0,4;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-multiplalform-controller-neon-teal/
